LOG D'ÉTAT PAR STEP (temps continu)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=27.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Pikeman)

===== STEP 128 | temps simulé = 25.60 s =====
- team=A, type=Pikeman, HP=15.0, pos=(16.39,6.84), intent=move_to(17.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(16.42,6.85), intent=move_to(17.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(16.23,6.70), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=43.0, pos=(15.70,9.06), intent=attack(Pikeman)
- team=A, type=Knight, HP=6.0, pos=(16.34,6.70), intent=attack(Crossbowman)
- team=A, type=Knight, HP=80.0, pos=(16.32,7.31), intent=attack(Crossbowman)
- team=A, type=Knight, HP=26.0, pos=(16.34,8.70), intent=attack(Crossbowman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.94,7.28), intent=move_to(16.00,10.00)
- team=A, type=Crossbowman, HP=35.0, pos=(11.66,7.59), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=43.0, pos=(16.00,10.00), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=23.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Pikeman)

===== STEP 129 | temps simulé = 25.80 s =====
- team=A, type=Pikeman, HP=15.0, pos=(16.39,6.84), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.42,6.85), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.23,6.70), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=43.0, pos=(15.70,9.06), intent=attack(Pikeman)
- team=A, type=Knight, HP=6.0, pos=(16.34,6.70), intent=attack(Crossbowman)
- team=A, type=Knight, HP=80.0, pos=(16.32,7.31), intent=attack(Crossbowman)
- team=A, type=Knight, HP=26.0, pos=(16.34,8.70), intent=attack(Crossbowman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.94,7.28), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.66,7.59), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=35.0, pos=(16.00,10.00), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=15.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=27.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Pikeman)

===== STEP 130 | temps simulé = 26.00 s =====
- team=A, type=Pikeman, HP=15.0, pos=(16.39,6.84), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.42,6.85), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.23,6.70), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=43.0, pos=(15.70,9.06), intent=attack(Pikeman)
- team=A, type=Knight, HP=6.0, pos=(16.34,6.70), intent=attack(Crossbowman)
- team=A, type=Knight, HP=80.0, pos=(16.32,7.31), intent=attack(Crossbowman)
- team=A, type=Knight, HP=26.0, pos=(16.34,8.70), intent=attack(Crossbowman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.94,7.28), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.66,7.59), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=35.0, pos=(16.00,10.00), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=15.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=27.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Pikeman)

===== STEP 131 | temps simulé = 26.20 s =====
- team=A, type=Pikeman, HP=15.0, pos=(16.39,6.84), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.42,6.85), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.23,6.70), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=43.0, pos=(15.70,9.06), intent=attack(Pikeman)
- team=A, type=Knight, HP=6.0, pos=(16.34,6.70), intent=attack(Crossbowman)
- team=A, type=Knight, HP=80.0, pos=(16.32,7.31), intent=attack(Crossbowman)
- team=A, type=Knight, HP=26.0, pos=(16.34,8.70), intent=attack(Crossbowman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.94,7.28), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.66,7.59), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=27.0, pos=(16.00,10.00), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=15.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=27.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Pikeman)

===== STEP 132 | temps simulé = 26.40 s =====
- team=A, type=Pikeman, HP=15.0, pos=(16.39,6.84), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.42,6.85), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.23,6.70), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=43.0, pos=(15.70,9.06), intent=attack(Pikeman)
- team=A, type=Knight, HP=6.0, pos=(16.34,6.70), intent=attack(Crossbowman)
- team=A, type=Knight, HP=80.0, pos=(16.32,7.31), intent=attack(Crossbowman)
- team=A, type=Knight, HP=26.0, pos=(16.34,8.70), intent=attack(Crossbowman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.94,7.28), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.66,7.59), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=27.0, pos=(16.00,10.00), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=15.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=27.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Pikeman)

===== STEP 133 | temps simulé = 26.60 s =====
- team=A, type=Pikeman, HP=15.0, pos=(16.39,6.84), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.42,6.85), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.23,6.70), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=35.0, pos=(15.70,9.06), intent=attack(Pikeman)
- team=A, type=Knight, HP=2.0, pos=(16.34,6.70), intent=attack(Crossbowman)
- team=A, type=Knight, HP=80.0, pos=(16.32,7.31), intent=attack(Crossbowman)
- team=A, type=Knight, HP=22.0, pos=(16.34,8.70), intent=attack(Crossbowman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.94,7.28), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.66,7.59), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=27.0, pos=(16.00,10.00), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=7.0, pos=(17.00,7.00), intent=attack(Pikeman)
- team=B, type=Crossbowman, HP=27.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Pikeman)

===== STEP 134 | temps simulé = 26.80 s =====
- team=A, type=Pikeman, HP=15.0, pos=(16.39,6.84), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.42,6.85), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.23,6.70), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=35.0, pos=(15.70,9.06), intent=attack(Pikeman)
- team=A, type=Knight, HP=2.0, pos=(16.34,6.70), intent=attack(Crossbowman)
- team=A, type=Knight, HP=80.0, pos=(16.32,7.31), intent=attack(Crossbowman)
- team=A, type=Knight, HP=22.0, pos=(16.34,8.70), intent=attack(Crossbowman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.94,7.28), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.66,7.59), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=27.0, pos=(16.00,10.00), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=7.0, pos=(17.00,7.00), intent=attack(Pikeman)
- team=B, type=Crossbowman, HP=27.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Pikeman)

===== STEP 135 | temps simulé = 27.00 s =====
- team=A, type=Pikeman, HP=15.0, pos=(16.39,6.84), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.42,6.85), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.23,6.70), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=35.0, pos=(15.70,9.06), intent=attack(Pikeman)
- team=A, type=Knight, HP=2.0, pos=(16.34,6.70), intent=attack(Crossbowman)
- team=A, type=Knight, HP=80.0, pos=(16.32,7.31), intent=attack(Crossbowman)
- team=A, type=Knight, HP=22.0, pos=(16.34,8.70), intent=attack(Crossbowman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.94,7.28), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.66,7.59), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=27.0, pos=(16.00,10.00), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=7.0, pos=(17.00,7.00), intent=attack(Pikeman)
- team=B, type=Crossbowman, HP=27.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Pikeman)

===== STEP 136 | temps simulé = 27.20 s =====
- team=A, type=Pikeman, HP=15.0, pos=(16.39,6.84), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.42,6.85), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.23,6.70), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=35.0, pos=(15.70,9.06), intent=attack(Pikeman)
- team=A, type=Knight, HP=2.0, pos=(16.34,6.70), intent=attack(Crossbowman)
- team=A, type=Knight, HP=80.0, pos=(16.32,7.31), intent=attack(Crossbowman)
- team=A, type=Knight, HP=22.0, pos=(16.34,8.70), intent=attack(Crossbowman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.94,7.28), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.66,7.59), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=27.0, pos=(16.00,10.00), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=7.0, pos=(17.00,7.00), intent=attack(Pikeman)
- team=B, type=Crossbowman, HP=27.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Pikeman)

===== STEP 137 | temps simulé = 27.40 s =====
- team=A, type=Pikeman, HP=15.0, pos=(16.39,6.84), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.42,6.85), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.23,6.70), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=35.0, pos=(15.70,9.06), intent=attack(Pikeman)
- team=A, type=Knight, HP=2.0, pos=(16.34,6.70), intent=attack(Crossbowman)
- team=A, type=Knight, HP=80.0, pos=(16.32,7.31), intent=attack(Crossbowman)
- team=A, type=Knight, HP=22.0, pos=(16.34,8.70), intent=attack(Crossbowman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.94,7.28), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.66,7.59), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=27.0, pos=(16.00,10.00), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=27.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Pikeman)

===== STEP 138 | temps simulé = 27.60 s =====
- team=A, type=Pikeman, HP=15.0, pos=(16.39,6.84), intent=none
- team=A, type=Pikeman, HP=55.0, pos=(16.42,6.85), intent=none
- team=A, type=Pikeman, HP=55.0, pos=(16.23,6.70), intent=none
- team=A, type=Pikeman, HP=31.0, pos=(15.70,9.06), intent=attack(Pikeman)
- team=A, type=Knight, HP=2.0, pos=(16.34,6.70), intent=none
- team=A, type=Knight, HP=80.0, pos=(16.32,7.31), intent=none
- team=A, type=Knight, HP=22.0, pos=(16.34,8.70), intent=attack(Crossbowman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.94,7.28), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.66,7.59), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=27.0, pos=(16.00,10.00), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=27.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Pikeman)

===== STEP 139 | temps simulé = 27.80 s =====
- team=A, type=Pikeman, HP=15.0, pos=(16.46,6.63), intent=move_to(17.00,5.00)
- team=A, type=Pikeman, HP=55.0, pos=(16.49,6.64), intent=move_to(17.00,5.00)
- team=A, type=Pikeman, HP=55.0, pos=(16.32,6.50), intent=move_to(17.00,5.00)
- team=A, type=Pikeman, HP=31.0, pos=(15.70,9.06), intent=attack(Pikeman)
- team=A, type=Knight, HP=2.0, pos=(16.45,6.40), intent=move_to(17.00,5.00)
- team=A, type=Knight, HP=80.0, pos=(16.44,7.60), intent=move_to(17.00,9.00)
- team=A, type=Knight, HP=22.0, pos=(16.34,8.70), intent=attack(Crossbowman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.94,7.28), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.66,7.59), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=27.0, pos=(16.00,10.00), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=19.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Pikeman)

===== STEP 140 | temps simulé = 28.00 s =====
- team=A, type=Pikeman, HP=15.0, pos=(16.53,6.43), intent=move_to(17.00,5.00)
- team=A, type=Pikeman, HP=55.0, pos=(16.55,6.43), intent=move_to(17.00,5.00)
- team=A, type=Pikeman, HP=55.0, pos=(16.41,6.30), intent=move_to(17.00,5.00)
- team=A, type=Pikeman, HP=31.0, pos=(15.70,9.06), intent=attack(Pikeman)
- team=A, type=Knight, HP=2.0, pos=(16.57,6.11), intent=move_to(17.00,5.00)
- team=A, type=Knight, HP=80.0, pos=(16.56,7.90), intent=move_to(17.00,9.00)
- team=A, type=Knight, HP=22.0, pos=(16.34,8.70), intent=attack(Crossbowman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.94,7.28), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.66,7.59), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=19.0, pos=(16.00,10.00), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=19.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Pikeman)

===== STEP 141 | temps simulé = 28.20 s =====
- team=A, type=Pikeman, HP=15.0, pos=(16.60,6.22), intent=move_to(17.00,5.00)
- team=A, type=Pikeman, HP=55.0, pos=(16.62,6.22), intent=move_to(17.00,5.00)
- team=A, type=Pikeman, HP=55.0, pos=(16.50,6.10), intent=move_to(17.00,5.00)
- team=A, type=Pikeman, HP=31.0, pos=(15.70,9.06), intent=attack(Pikeman)
- team=A, type=Knight, HP=2.0, pos=(16.69,5.81), intent=move_to(17.00,5.00)
- team=A, type=Knight, HP=80.0, pos=(16.68,8.20), intent=move_to(17.00,9.00)
- team=A, type=Knight, HP=22.0, pos=(16.34,8.70), intent=attack(Crossbowman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.94,7.28), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.66,7.59), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=15.0, pos=(16.00,10.00), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=19.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Pikeman)

===== STEP 142 | temps simulé = 28.40 s =====
- team=A, type=Pikeman, HP=15.0, pos=(16.67,6.01), intent=move_to(17.00,5.00)
- team=A, type=Pikeman, HP=55.0, pos=(16.68,6.01), intent=move_to(17.00,5.00)
- team=A, type=Pikeman, HP=55.0, pos=(16.59,5.90), intent=move_to(17.00,5.00)
- team=A, type=Pikeman, HP=31.0, pos=(15.70,9.06), intent=attack(Pikeman)
- team=A, type=Knight, HP=2.0, pos=(16.80,5.51), intent=move_to(17.00,5.00)
- team=A, type=Knight, HP=80.0, pos=(16.80,8.49), intent=move_to(17.00,9.00)
- team=A, type=Knight, HP=22.0, pos=(16.34,8.70), intent=attack(Crossbowman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.94,7.28), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.66,7.59), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=7.0, pos=(16.00,10.00), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=19.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Pikeman)

===== STEP 143 | temps simulé = 28.60 s =====
- team=A, type=Pikeman, HP=15.0, pos=(16.74,5.80), intent=move_to(17.00,5.00)
- team=A, type=Pikeman, HP=55.0, pos=(16.75,5.80), intent=move_to(17.00,5.00)
- team=A, type=Pikeman, HP=55.0, pos=(16.59,5.90), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=31.0, pos=(15.70,9.06), intent=attack(Pikeman)
- team=A, type=Knight, HP=2.0, pos=(16.80,5.51), intent=attack(Crossbowman)
- team=A, type=Knight, HP=80.0, pos=(16.80,8.49), intent=attack(Crossbowman)
- team=A, type=Knight, HP=22.0, pos=(16.34,8.70), intent=attack(Crossbowman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.94,7.28), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.66,7.59), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=7.0, pos=(16.00,10.00), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=23.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=19.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Pikeman)

===== STEP 144 | temps simulé = 28.80 s =====
- team=A, type=Pikeman, HP=15.0, pos=(16.81,5.59), intent=move_to(17.00,5.00)
- team=A, type=Pikeman, HP=55.0, pos=(16.81,5.59), intent=move_to(17.00,5.00)
- team=A, type=Pikeman, HP=55.0, pos=(16.59,5.90), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=23.0, pos=(15.70,9.06), intent=attack(Pikeman)
- team=A, type=Knight, HP=76.0, pos=(16.80,8.49), intent=attack(Crossbowman)
- team=A, type=Knight, HP=22.0, pos=(16.34,8.70), intent=attack(Crossbowman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.94,7.28), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.66,7.59), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=23.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=19.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Pikeman)

===== STEP 145 | temps simulé = 29.00 s =====
- team=A, type=Pikeman, HP=15.0, pos=(16.81,5.59), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.81,5.59), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.59,5.90), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=23.0, pos=(15.92,9.05), intent=move_to(17.00,9.00)
- team=A, type=Knight, HP=76.0, pos=(16.80,8.49), intent=attack(Crossbowman)
- team=A, type=Knight, HP=22.0, pos=(16.34,8.70), intent=attack(Crossbowman)
- team=A, type=Crossbowman, HP=35.0, pos=(12.12,7.34), intent=move_to(17.00,9.00)
- team=A, type=Crossbowman, HP=35.0, pos=(11.81,7.71), intent=move_to(16.00,11.00)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=15.0, pos=(17.00,5.00), intent=none
- team=B, type=Crossbowman, HP=19.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Pikeman)

===== STEP 146 | temps simulé = 29.20 s =====
- team=A, type=Pikeman, HP=15.0, pos=(16.81,5.59), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.81,5.59), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.59,5.90), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=23.0, pos=(16.14,9.04), intent=move_to(17.00,9.00)
- team=A, type=Knight, HP=76.0, pos=(16.80,8.49), intent=attack(Crossbowman)
- team=A, type=Knight, HP=22.0, pos=(16.34,8.70), intent=attack(Crossbowman)
- team=A, type=Crossbowman, HP=35.0, pos=(12.31,7.40), intent=move_to(17.00,9.00)
- team=A, type=Crossbowman, HP=35.0, pos=(11.96,7.83), intent=move_to(16.00,11.00)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=15.0, pos=(17.00,5.00), intent=none
- team=B, type=Crossbowman, HP=19.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Pikeman)

===== STEP 147 | temps simulé = 29.40 s =====
- team=A, type=Pikeman, HP=15.0, pos=(16.81,5.59), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.81,5.59), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=55.0, pos=(16.59,5.90), intent=attack(Crossbowman)
- team=A, type=Pikeman, HP=23.0, pos=(16.14,9.04), intent=attack(Crossbowman)
- team=A, type=Knight, HP=76.0, pos=(16.80,8.49), intent=attack(Crossbowman)
- team=A, type=Knight, HP=22.0, pos=(16.34,8.70), intent=attack(Crossbowman)
- team=A, type=Crossbowman, HP=35.0, pos=(12.31,7.40), intent=attack(Crossbowman)
- team=A, type=Crossbowman, HP=35.0, pos=(12.11,7.94), intent=move_to(16.00,11.00)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
